Estimator,PostTitleWordsNumber,PostTitleCharsNumber,DiffNoWordsPostTitleAndKeywords,DiffNoCharsPostTitleAndKeywords,RatioNoWordsArticleDescriptionAndPostTitle,QuestionMarksNoPostTitle,RatioNoCharArticleParagraphPostTitle,RatioNoCharArticleDescriptionPostTitle,RatioNoCharArticleTitlePostTitle,RatioNoWordsArticleTitlePostTitle,RatioNoWordsPostImagePostTitle,DiffCharsPostTitlePostImage,RatioCharPostImagePostTitle,FormalWordsPostTitle,RatioNoCharArticleParagraphArticleDescription,Prop_Nouns,Advb_Determ,PerPos_Pronouns,Past3rdSing_Verbs,VaderS_Neg,VaderS_Neu,VaderS_Pos,Opinion_Pos,Opinion_Neg,WordLen_Avg,Start_Digit,Num_StopW,CBait_Phrase,Synt_DepMax,Synt_DepAvg
Ada,0.5914415655821493,1.0,0.6957596579349863,0.5319231322143708,0.552620877163806,0.565176666649808,0.4689632538618718,0.5296427207447894,0.42525951592634403,0.21495790526224726,0.3120383906244875,0.47770866300671855,0.20807101535331507,0.6182640499302937,0.20865387007215794,0.7611040746390684,0.4293953269197797,0.41292057222144474,0.6551569909005204,0.605934103292737,0.5916449095979427,0.4109585030055609,0.29292895579316736,0.4209438837347077,0.2761504250491937,0.35157775707391714,0.6265868591642088,0.7041676930544075,0.35582118255814166,0.6348843536734377
XGB,0.0039682537317276,0.0317460298538208,0.0,0.0,0.0079365074634552,0.0,0.2142857164144516,0.0039682537317276,0.0476190485060215,0.0158730149269104,0.0,0.0039682537317276,0.0,0.9920635223388672,0.0793650820851326,0.0,0.0,0.0,0.3253968358039856,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5158730149269104,0.0,0.0,0.0
