Prop_Nouns,Advb_Determ,WordLen_Avg,RatioNoCharArticleParagraphPostTitle,PostTitleWordsNumber,DiffCharsPostTitlePostImage,RatioNoCharArticleDescriptionPostTitle,PostTitleCharsNumber,RatioNoWordsArticleTitlePostTitle,Num_StopW,RatioNoWordsArticleDescriptionAndPostTitle,Start_Digit,PerPos_Pronouns,QuestionMarksNoPostTitle,VaderS_Pos,Synt_DepAvg,RatioNoCharArticleParagraphArticleDescription,Opinion_Pos,DiffNoWordsPostTitleAndKeywords,DiffNoCharsPostTitleAndKeywords,RatioNoCharArticleTitlePostTitle,RatioNoWordsPostImagePostTitle,RatioCharPostImagePostTitle,FormalWordsPostTitle,Past3rdSing_Verbs,VaderS_Neg,VaderS_Neu,Opinion_Neg,CBait_Phrase,Synt_DepMax
1.0,0.590429244877762,0.4083299777530861,0.3953497242256624,0.3761670621102837,0.35044785473457385,0.32796776629960095,0.3187954485428363,0.31737450757357605,0.25390075892685676,0.2485105066502358,0.20324100712469334,0.20131379605358962,0.18689153607781914,0.15091363445199435,0.14414876575010652,0.14121383339170618,0.10880075423198547,0.08925147095162832,0.08269657710162817,0.07946878255560907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
